school_name,district_name,city,state,admin_approved
West Freehold School,Freehold Township School District,Freehold,NJ,false
West Gates Avenue School,Lindenhurst Union Free School District,Lindenhurst,NY,false
West Greene Elementary,Greene County Schools,Snow Hill,NC,false
West Haverstraw Elementary School,Haverstraw-Stony Point Csd (North Rockland),West Haverstraw,NY,false
West Hoke Elementary,Hoke County Schools,Raeford,NC,false
William H. Ross III School,Margate City School District,Margate,NJ,false
William Harrison Elementary School,Trenton Public School District,Trenton,NJ,false
William J. McGinn Elementary School,Scotch Plains-Fanwood School District,Scotch Plains,NJ,false
William L Antheil Elementary School,Ewing Township School District,Ewing,NJ,false
William Mason School,Montville Township School District,Montville,NJ,false
William O Schaefer Elementary School,South Orangetown Central School District,Tappan,NY,false
William P Tatem Elementary School,Collingswood Public School District,Collingswood,NJ,false
William R Davie Elementary,Davie County Schools,Mocksville,NC,false
William Rall School,Lindenhurst Union Free School District,Lindenhurst,NY,false
William Roper Early Childhood Learning Center,Woodstown-Pilesgrove Regional School District,Pilesgrove,NJ,false
West Orange Early Childhood Learning Center,West Orange Public Schools,West Orange,NJ,false
West Oxford Elementary,Granville County Schools,Oxford,NC,false
West Patent Elementary School,Bedford Central School District,Bedford Hills,NY,false
West Pine Elementary,Moore County Schools,West End,NC,false
West Ridge Elementary School,Park Ridge School District,Park Ridge,NJ,false
West Road/D'aquannis Intermediate School,Arlington Central School District,Pleasant Valley,NY,false
West Rockingham Elementary,Richmond County Schools,Rockingham,NC,false
West Rowan Elementary,Rowan-Salisbury Schools,Cleveland,NC,false
West Sand Lake Elementary School,Averill Park Central School District,West Sand Lake,NY,false
West Side School,Cold Spring Harbor Central School District,Syosset,NY,false
Pilot Point School,Lake and Peninsula Borough School District,Pilot Point,AK,true
West Smithfield Elementary,Johnston County Public Schools,Smithfield,NC,false
West Street Elementary School,Geneva City School District,Geneva,NY,false
Pikes Peak Early College,El Paso County Colorado School District 49,Colorado Springs,CO,false
Pikes Peak Online School,Education Reenvisioned Boces,Westminster,CO,false
West Street Elementary School,Niagara-Wheatfield Central School District,Sanborn,NY,false
West Triangle High School,West Triangle High School,Durham,NC,false
West View Elementary,Johnston County Public Schools,Garner,NC,false
West Windsor-Plainsboro High School South,West Windsor-Plainsboro Regional School District,West Windsor,NJ,false
West Yadkin Elementary,Yadkin County Schools,Hamptonville,NC,false
Westarea Elementary,Cumberland County Schools,Fayetteville,NC,false
Westerly Hills Academy,Charlotte-Mecklenburg Schools,Charlotte,NC,false
Western Harnett Middle,Harnett County Schools,Lillington,NC,true
Western Union Elementary,Union County Public Schools,Waxhaw,NC,false
Westfield Elementary,Surry County Schools,Pilot Mountain,NC,false
Westfield Elementary School,Westfield Central School District,Westfield,NY,false
Westhampton Beach Elementary School,Westhampton Beach Union Free School District,Westhampton Beach,NY,false
Westhope Elementary School,Westhope 17,Westhope,ND,false
Westmere Elementary School,Guilderland Central School District,Albany,NY,false
Westmoreland Elementary School,Fair Lawn Public School District,Fair Lawn,NJ,false
Westmoreland Road Elementary School,Whitesboro Central School District,Whitesboro,NY,false
Westmoreland Upper Elementary School,Westmoreland Central School District,Westmoreland,NY,false
Weston Elementary School,Manville School District,Manville,NJ,false
Westorchard School,Chappaqua Central School District,Chappaqua,NY,false
Westside Elementary School,West Fargo 6,West Fargo,ND,false
Westwood Elementary,Ashe County Schools,West Jefferson,NC,false
Wheeler Avenue School,Valley Stream 13 Union Free School District,Valley Stream,NY,false
Wheeler Elementary School,Onondaga Central School District,Nedrow,NY,false
Wheelock Primary School,Fredonia Central School District,Fredonia,NY,false
Wherry Elementary,Albuquerque,Albuquerque,NM,false
Whin Music Community Charter School,Whin Music Community Charter School,New York,NY,false
Pima County JTED - Amphi Land Lab,Pima County JTED (89380),Tucson,AZ,false
J. O. Kelly Middle School,Springdale School District,Springdale,AR,false
Pima County JTED - Arizona Online Instruction,Pima County JTED (89380),Tucson,AZ,false
Pima County JTED - Camino Seco,Pima County JTED (89380),Tucson,AZ,false
Whitaker Elementary,Winston Salem / Forsyth County Schools,Winston Salem,NC,false
White Mountain Elementary,Ruidoso,Ruidoso,NM,false
White Oak Elementary,Carteret County Public Schools,Cape Carteret,NC,false
White Oak Elementary,Edenton-Chowan Schools,Edenton,NC,false
White Oak Elementary,Wake County Schools,Apex,NC,false
White Oak High,Onslow County Schools,Jacksonville,NC,true
White Plains Elementary,Surry County Schools,Mount Airy,NC,false
White Rock Elementary School,Jefferson Township Public School District,Oak Ridge,NJ,false
Whitehall Elementary School,Monroe Township Public School District,Williamstown,NJ,false
Whitehall Elementary School,Whitehall Central School District,Whitehall,NY,false
Whitehouse School,Readington Township School District,Whitehouse Station,NJ,false
Whiteville Primary,Whiteville City Schools,Whiteville,NC,false
Whitewater Academy,Charlotte-Mecklenburg Schools,Charlotte,NC,false
Whiting Elementary School,Manchester Township School District,Whiting,NJ,false
Whitman Elementary School,Washington Township School District,Turnersville,NJ,false
Whitnel Elementary,Caldwell County Schools,Lenoir,NC,false
Whiton Elementary School,Branchburg Township School District,Neshanic Station,NJ,false
Whittier Elementary,Albuquerque,Albuquerque,NM,false
Wilbur Watts Intermediate School,Burlington City Public School District,Burlington,NJ,false
Wilburn Elementary,Wake County Schools,Raleigh,NC,false
Wilder Elementary School,Grand Forks 1,Grand Forks,ND,false
Wildflower New York Charter School,Wildflower New York Charter School,Bronx,NY,false
Wildwood Elementary School,Mountain Lakes Public School District,Mountain Lakes,NJ,false
Pine Bluff Lighthouse Middle School Academy,Arkansas Lighthouse Academies,Pine Bluff,AR,false
Pine Grove Youth Conservation Camp,California Education Authority (CEA) Headquarters,Pine Grove,CA,true
Wildwood Forest Elementary,Wake County Schools,Raleigh,NC,false
Pine Valley Middle,Mountain Empire Unified,Pine Valley,CA,true
Wiley Accel/Enrichment,Guilford County Schools,Greensboro,NC,false
PCJTED - MCAT School,Pima County JTED (89380),Marana,AZ,false
Pima Partnership Academy,Pima Prevention Partnership Dba Pima Partnership a (89864),Tucson,AZ,true
Garcia Early Childhood Center,Alice Isd,Alice,TX,false
Pine Creek High School,Academy School District No. 20 in the County of El Paso An,Colorado Springs,CO,false
Wiley Elementary,Wake County Schools,Raleigh,NC,false
Wilferth Elementary,Springer,Springer,NM,false
Wilkesboro Elementary School,Wilkes County Schools,Wilkesboro,NC,false
Wilkinson Elementary School,Williston Basin 7,Williston,ND,false
Will Rogers Elementary,Hobbs,Hobbs,NM,false
Will-Moore Elementary School,Bismarck 1,Bismarck,ND,false
Willard Elementary School,Ridgewood Public School District,Ridgewood,NJ,false
Willets Road School,East Williston Union Free School District,Roslyn Heights,NY,false
William a Carter School,Middletown City School District,Middletown,NY,false
William a. Miller Elementary School,Old Bridge Township School District,Old Bridge,NJ,false
William Allen Middle School,Moorestown Township Public School District,Moorestown,NJ,false
William Amos Hough High,Charlotte-Mecklenburg Schools,Cornelius,NC,false
William Annin Middle School,Bernards Township School District,Basking Ridge,NJ,false
William Appleby Elementary School,Marathon Central School District,Marathon,NY,false
Jackson Co Central Credit Recovery,Region 6 and 8-SW/WC Service Coop,Jackson,MN,false
William B Tecler Arts in Education,Amsterdam City School District,Amsterdam,NY,false
William B Ward Elementary School,New Rochelle City School District,New Rochelle,NY,false
William C Keane Elementary School,Schenectady City School District,Schenectady,NY,false
William C Munn School,Spencerport Central School District,Spencerport,NY,false
William C. McGinnis Middle School,Perth Amboy Public School District,Perth Amboy,NJ,true
William Cullen Bryant High School,New York City Geographic District #30,Long Island City,NY,true
William Cullen Bryant School,Teaneck School District,Teaneck,NJ,false
William Davies Middle School,Hamilton Township School District,Mays Landing,NJ,true
William E Cottle School,Tuckahoe Union Free School District,Eastchester,NY,false
William E Deluca Jr Elementary School,North Babylon Union Free School District,North Babylon,NY,false
William E Grady Career and Technical Education High School,New York City Geographic District #21,Brooklyn,NY,true
William E Severn Elementary School,Corning City School District,Corning,NY,false
William Ellis Middle,Davie County Schools,Advance,NC,false
William F. Halloran School No.22,Elizabeth Public Schools,Elizabeth,NJ,true
William L Buck School,Valley Stream 24 Union Free School District,Valley Stream,NY,false
Pinnacle Hall Community Day,Calexico Unified,Calexico,CA,false
William Floyd Elementary School,William Floyd Union Free School District,Shirley,NY,false
William Floyd High School,William Floyd Union Free School District,Mastic Beach,NY,true
William Floyd Learning Center,William Floyd Union Free School District,Shirley,NY,false
William Floyd Middle School,William Floyd Union Free School District,Moriches,NY,true
William G. Rohrer Middle School,Haddon Township School District,Westmont,NJ,false
William H Barkley Microsociety,Amsterdam City School District,Amsterdam,NY,false
William H Barton Intermediate School,Queensbury Union Free School District,Queensbury,NY,false
William H Golding Middle School,Cobleskill-Richmondville Central School District,Cobleskill,NY,true
William H Owen Elementary,Cumberland County Schools,Fayetteville,NC,false
William H Seward Elementary School,Auburn City School District,Auburn,NY,false
William Lynch School (The),New York City Geographic District # 6,New York,NY,false
Woodland Intermediate School,Middlesex Borough School District,Middlesex,NJ,false
Jefferson Elementary,Rochester Public School District,Rochester,MN,false
William S Covert School,Rockville Centre Union Free School District,South Hempstead,NY,false
William S Gussner Elementary School,Jamestown 1,Jamestown,ND,false
William Sidney Mount Elementary School,Three Village Central School District,East Setauket,NY,false
William Street School,Lancaster Central School District,Lancaster,NY,false
William T Brown Elementary,Cumberland County Schools,Spring Lake,NC,false
William T Rogers Middle School,Kings Park Central School District,Kings Park,NY,true
Gardena Senior High,Los Angeles Unified,Gardena,CA,true
William W & Josephine Dorn Charter  Community School,Albuquerque,Albuquerque,NM,false
William Woodruff School,Berkeley Heights School District,Berkeley Hts,NJ,false
Williams Elementary,Buncombe County Schools,Swannanoa,NC,false
Williamsburg Elementary,Rockingham County Schools,Reidsville,NC,false
Pinon Accelerated Middle School,Pinon Unified District (4390),Pinon,AZ,true
Williston Middle,New Hanover County Schools,Wilmington,NC,true
Pinon High School,Pinon Unified District (4390),Pinon,AZ,true
Pioneer High,Whittier Union High,Whittier,CA,true
Williamsburg High School of Art and Technology (The),New York City Geographic District #14,Brooklyn,NY,true
Williamson Elementary School,Williamson Central School District,Williamson,NY,false
Williamston Primary,Martin County Schools,Williamston,NC,false
Williamsville North High School,Williamsville Central School District,Williamsville,NY,false
